"","Name","clinic_names","postalcode","longitude","latitude","address"
"17","kml_17","CHONG'S MEDICAL CENTRE","239924","103.844111318068","1.29815265418204","CLEMENCEAU AVE, 239924"
"18","kml_18","CHOONG'S CLINIC","520480","103.953613062624","1.36189869571333","TAMPINES ST 44, 520480"
"19","kml_19","CHOONG'S CLINIC","390021","103.88441304265","1.3075861395776","OLD AIRPORT RD, 390021"
"20","kml_20","CHUA CLINIC","530678","103.884236382226","1.37084076367772","HOUGANG AVE 8, 530678"
"21","kml_21","CHUA CLINIC & SURGERY","760769","103.83322239147","1.42460205341205","YISHUN AVE 3, 760769"
"22","kml_22","CHUA CLINIC & SURGERY","760844","103.835446503405","1.41562517359593","YISHUN ST 81, 760844"
"23","kml_23","CHUA MEDICO CLINIC LLP","560529","103.85545542764","1.37234358213412","ANG MO KIO AVE 10, 560529"
"24","kml_24","CHUAH CLINIC & SURGERY PTE LTD","380113","103.886159306963","1.32052595944466","ALJUNIED AVE 2, 380113"
"25","kml_25","CHUNGKIAW CLINIC PTE LTD","596180","103.773649129579","1.34054847931538","JALAN JURONG KECHIL, 596180"
"26","kml_26","CITILIFE FAMILY CLINIC","600215","103.738514477814","1.33993327230313","JURONG EAST ST 21, 600215"
"27","kml_27","CITIZEN FAMILY CLINIC AND SURGERY","760102","103.828762985206","1.43061830395979","YISHUN AVE 5, 760102"
"28","kml_28","CLARION MEDICAL","560202","103.844516260553","1.36844644023912","ANG MO KIO AVENUE 3, 560202"
"29","kml_29","DA Clinic @ Bishan","570501","103.84907733333","1.34841689766538","BISHAN STREET 11, 570501"
"30","kml_30","1 Medical Teck Ghee","560410","103.854644986918","1.36271541943285","ANG MO KIO AVENUE 10, 560410"
"31","kml_31","115 EASTPOINT CLINIC & SURGERY","460115","103.936865404289","1.33143367986449","BEDOK NORTH RD, 460115"
"32","kml_32","18 CLINIC","322101","103.861087462865","1.31942539044681","TOWNER ROAD, 322101"
"33","kml_33","1Aesthetics, Medical & Surgery","059818","103.84679624319","1.28895619965092","EU TONG SEN STREET, 059818"
"34","kml_34","338 FAMILY CLINIC","560338","103.848986957423","1.3638957019431","ANG MO KIO AVE 1, 560338"
"35","kml_35","57 Medical Clinic (Geylang Bahru)","330057","103.869147756879","1.3235378064709","GEYLANG BAHRU, 330057"
"36","kml_36","81 FAMILY CLINIC","440086","103.906754510622","1.30173721640039","MARINE PARADE CENTRAL, 440086"
"37","kml_37","888 PLAZA FAMILY CLINIC","730888","103.79531438351","1.43712301469225","WOODLANDS DRIVE 50, 730888"
"38","kml_38","A & A Clinic","732570","103.79045407864","1.43106395467045","WOODLANDS AVENUE 1, 732570"
"39","kml_39","A LIFE CLINIC PTE LTD","307506","103.844160709873","1.3207051098625","SINARAN DRIVE, 307506"
"40","kml_40","A MEDICAL CLINIC","081001","103.840001188467","1.27742654256439","EVERTON PARK, 081001"
"41","kml_41","A+FFORDABLE CLINIC (AMK AVE 10)","560449","103.856047008296","1.36785888235033","ANG MO KIO AVENUE 10, 560449"
"42","kml_42","A+FFORDABLE CLINIC (HOUGANG)","530681","103.885679159796","1.37297840263115","HOUGANG AVENUE 8, 530681"
"43","kml_43","A1 Medical Clinic","460418","103.930036524412","1.32856421162809","BEDOK NORTH AVENUE 2, 460418"
"44","kml_44","ABLE MEDICAL","524201","103.953586491461","1.35226231434834","TAMPINES STREET 21, 524201"
"45","kml_45","ACMS MEDICAL CLINIC","239693","103.837359153263","1.30139878843175","GRANGE ROAD, 239693"
"46","kml_46","ACUMED MEDICAL GROUP","049318","103.852547365584","1.28418785545188","COLLYER QUAY, 049318"
"47","kml_47","ACUMED MEDICAL GROUP","648886","103.706685012636","1.33945271688955","JURONG WEST CENTRAL 2, 648886"
"48","kml_48","ACUMED MEDICAL GROUP","600038","103.742787643586","1.32113896653504","TEBAN GARDENS ROAD, 600038"
"49","kml_49","ACUMED MEDICAL GROUP","730111","103.782059433299","1.43794381737826","WOODLANDS STREET 13, 730111"
"50","kml_50","ACUMED MEDICAL GROUP","610064","103.722451247982","1.33237347600046","YUNG KUANG ROAD, 610064"
"51","kml_51","ACUMED MEDICAL GROUP","639591","103.652226413178","1.31715448633568","PIONEER ROAD, 639591"
"52","kml_52","ACUMED MEDICAL GROUP","639499","103.66095280564","1.32148166492796","TUAS AVENUE 1, 639499"
"53","kml_53","ADIDAH FAMILY CLINIC & SURGERY","520821","103.934649103244","1.34841976695403","TAMPINES ST 81, 520821"
"54","kml_54","ADMIRALTY FAMILY MEDICAL CLINIC","730693","103.80376495913","1.43808788035983","WOODLANDS AVENUE 6, 730693"
"55","kml_55","ADVANCE CLINIC & SURGERY PTE LTD","400301","103.901953041118","1.33068802483318","UBI AVE 1, 400301"
"56","kml_56","AE Medical Clinic","792467","103.877933381804","1.39807105477126","FERNVALE LINK, 792467"
"57","kml_57","AIDAN MEDICAL CLINIC","460539","103.925307290309","1.33131386611754","BEDOK NORTH STREET 3, 460539"
"58","kml_58","ALEXANDRA FAMILY CLINIC & SURGERY","142057","103.810958956801","1.29270339832463","DAWSON ROAD, 142057"
"59","kml_59","ALLIANCE CLINIC AND PARTNERS PTE LTD","410652","103.907742997146","1.33269651937702","JALAN TENAGA, 410652"
"60","kml_60","AMDA International Peace Clinic","257720","103.819135632329","1.30847204130269","TAMAN SERASI, 257720"
"61","kml_61","AMITY MEDICAL CLINIC & DENTAL SURGERY","650371","103.75069463099","1.35925940880518","BT BATOK ST 31, 650371"
"62","kml_62","AMK FAMILY CLINIC PTE LTD","569922","103.847159445411","1.36929729659109","ANG MO KIO AVE 3, 569922"
"63","kml_63","AMPM FAMILY CLINIC & SURGERY PTE. LTD.","310123","103.845703844549","1.33864901778038","TOA PAYOH LOR 1, 310123"
"64","kml_64","ANG MO KIO MEDICAL CENTRE","560157","103.839395071325","1.37530562129984","ANG MO KIO AVE 4, 560157"
"65","kml_65","ANSARI FAMILY CLINIC & SURGERY","388259","103.883338697356","1.31592240672591","LORONG  25A GEYLANG ROAD, 388259"
"66","kml_66","APEX CLINIC & SURGERY","760844","103.835446503405","1.41562517359593","YISHUN ST 81, 760844"
"67","kml_67","APEX CLINIC & SURGERY","730306","103.774636554647","1.42992991950792","WOODLANDS ST 31, 730306"
"68","kml_68","APEX MEDICAL CENTRE (JURONG) PTE LTD","640960","103.691459639169","1.34138531152671","JURONG WEST ST 92, 640960"
"69","kml_69","AR-Raudhah Medical Clinic and Surgery Pte Ltd","650372","103.751213742333","1.35866916669751","BUKIT BATOK STREET 31, 650372"
"70","kml_70","ARCADIA CLINIC","597626","103.778972458718","1.32044171174532","PANDAN VALLEY, 597626"
"71","kml_71","ASIAMEDIC WELLNESS ASSESSMENT CENTRE","238868","103.831507365278","1.30580981572661","ORCHARD ROAD, 238868"
"72","kml_72","ASPEN CLINIC","570283","103.844748631654","1.35891907140489","BISHAN STREET 22, 570283"
"73","kml_73","ASSOCIATE DISPENSARIES","310094","103.849538318462","1.33889442806175","TOA PAYOH LOR 4, 310094"
"74","kml_74","ASSURANCE MEDICARE CLINIC AND SURGERY","437127","103.896729088429","1.30288819409101","TANJONG KATONG ROAD, 437127"
"75","kml_75","ATLAS PACIFIC MEDICAL","248327","103.827620903348","1.29446098576164","RIVER VALLEY ROAD, 248327"
"76","kml_76","ATRIO FAMILY CLINIC (AMK) PTE. LTD.","560532","103.854594160953","1.37380851529933","ANG MO KIO AVENUE 10, 560532"
"77","kml_77","Acacia Medical Clinic","109684","103.803023755955","1.28220135432784","DEPOT ROAD, 109684"
"78","kml_78","AcuMed Medical Group","649846","103.70592708661","1.33845148863534","BOON LAY WAY, 649846"
"79","kml_79","AcuMed Medical Group","460214","103.932493034946","1.32587565153874","Bedok North Street 1, 460214"
"80","kml_80","AcuMed Medical Group","543215","103.892787161386","1.38977026270373","COMPASSVALE DRIVE, 543215"
"81","kml_81","Acumed Medical Group","629117","103.678409741881","1.32561767794228","JOO KOON CIRCLE, 629117"
"82","kml_82","Acumed Medical Group","637370","103.626524577792","1.28909462597839","TUAS SOUTH AVENUE 3, 637370"
"83","kml_83","Affinity Medical Clinic","550253","103.870851534198","1.35403939788243","SERANGOON CENTRAL DRIVE, 550253"
"84","kml_84","Allergy, Arthritis & Rheumatism Clinic","217562","103.853929522028","1.31247324146379","FARRER PARK STATION ROAD, 217562"
"85","kml_85","Allhealth Family Clinic","523872","103.931623628634","1.35524290247104","TAMPINES STREET 86, 523872"
"86","kml_86","Ally Health","140462","103.798227586733","1.29996199426431","COMMONWEALTH DRIVE, 140462"
"87","kml_87","Ang Mo Kio Family Medicine Clinic","569841","103.845949440183","1.37193728999032","ANG MO KIO AVENUE 6, 569841"
"88","kml_88","Anteh Dispensary Pte Ltd","398664","103.882455638548","1.31277604579897","LORONG 22 GEYLANG, 398664"
"89","kml_89","Apollo Medical Centre","210668","103.851478219833","1.30758123998287","CHANDER ROAD, 210668"
"90","kml_90","Asia HealthPartners","238863","103.833961913411","1.30450610034739","ORCHARD ROAD, 238863"
"91","kml_91","Atrio Family Clinic","760291","103.836723874387","1.43576080433402","YISHUN STREET 22, 760291"
"92","kml_92","B S CHEW CLINIC","600252","103.738145286322","1.34302644245795","JURONG EAST ST 24, 600252"
"93","kml_93","B T GOH FAMILY CLINIC & SURGERY","310194","103.858181908966","1.33093933661869","KIM KEAT AVE, 310194"
"94","kml_94","BALKIS FAMILY CLINIC","470631","103.914941831149","1.33295923548327","BEDOK RESERVOIR RD, 470631"
"95","kml_95","BEDOK  CENTRAL CLINIC","460214","103.932493034946","1.32587565153874","BEDOK NORTH STREET 1, 460214"
"96","kml_96","BEDOK CLINIC & SURGERY(Family Medical Centre)","460017","103.935563486314","1.32014882956642","BEDOK SOUTH RD, 460017"
"97","kml_97","BEDOK LIFE CLINIC","460123","103.937343348132","1.32919868633173","BEDOK NORTH ST 2, 460123"
"98","kml_98","BEDOK MEDICAL CENTRE","460018","103.934734222327","1.3206250489608","BEDOK SOUTH RD, 460018"
"99","kml_99","BISHAN GRACE CLINIC","570150","103.855213610026","1.34452706925104","BISHAN STREET 11, 570150"
"100","kml_100","BL MEDICAL ASSOCIATES","118222","103.784855036241","1.29076149231466","SCIENCE PARK DRIVE, 118222"
"101","kml_101","BOK FAMILY CLINIC  PTE LTD","470117","103.908688936297","1.33141324887407","BEDOK RESERVOIR ROAD, 470117"
"102","kml_102","BOON KENG CLINIC & SURGERY","380011","103.870914031071","1.31423937057055","UPPER BOON KENG RD, 380011"
"103","kml_103","BOON LAY CENTRAL CLINIC","640221","103.712429315355","1.3463481965558","BOON LAY PLACE, 640221"
"104","kml_104","BOON LAY CLINIC & SURGERY","640221","103.712429315355","1.3463481965558","BOON LAY PLACE, 640221"
"105","kml_105","BOON LAY CORPORATION CLINIC","600350","103.731255559658","1.34404941870857","JURONG EAST AVENUE 1, 600350"
"106","kml_106","BOSTON MEDICAL","380119","103.886058091098","1.32012887334325","ALJUNIED AVENUE 2, 380119"
"107","kml_107","BUKIT BATOK MEDICAL CLINIC","650207","103.749382188619","1.3462486617594","BUKIT BATOK ST 21, 650207"
"108","kml_108","BUKIT TIMAH CLINIC","269731","103.809058595403","1.3245755173538","BUKIT TIMAH ROAD, 269731"
"109","kml_109","BUKIT TIMAH NAM SANG  CLINIC","598591","103.773237589356","1.34055525010784","JLN JURONG KECHIL, 598591"
"110","kml_110","Banyan Clinic Pte Ltd.","730768","103.798140993881","1.44562290748789","Woodlands Avenue 6, 730768"
"111","kml_111","Beo Crescent Clinic & Surgery","160040","103.827513018591","1.28905789113721","Beo Crescent, 160040"
"112","kml_112","Bethesda Medical Centre","038983","103.859014406987","1.29593189474123","TEMASEK BOULEVARD, 038983"
"113","kml_113","Bless Medical Centre Pte Ltd","640221","103.712429315355","1.3463481965558","BOON LAY PLACE, 640221"
"114","kml_114","Braddell Family Clinic","310124","103.844627301844","1.33864876707252","LORONG 1 TOA PAYOH, 310124"
"115","kml_115","C & K FAMILY CLINIC PTE LTD","455297","103.92930519829","1.31316934216382","UPPER EAST COAST ROAD, 455297"
"116","kml_116","C H TAN MEDICAL CLINIC & DENTAL SURGERY","650177","103.741742087355","1.34634407478636","BT BATOK WEST AVE 8, 650177"
"117","kml_117","C K TAN FAMILY CLINIC & SURGERY PTE LTD","310125","103.845737117486","1.33833133425818","TOA PAYOH LOR 1, 310125"
"118","kml_118","C Y KOK CLINIC & SURGERY","560157","103.839395071325","1.37530562129984","ANG MO KIO AVE 4, 560157"
"119","kml_119","C.M.C. WONG BINJAI CLINIC","589824","103.786854059334","1.33622384171884","BINJAI PARK, 589824"
"120","kml_120","C3 Family Clinic @Aljunied Crescent","380095","103.886195689055","1.32170328990751","ALJUNIED CRESCENT, 380095"
"121","kml_121","CARE MEDICAL PTE LTD","530683","103.886367847372","1.37331270083797","HOUGANG AVE 8, 530683"
"122","kml_122","CARITAS CLINIC","400304","103.901228610039","1.32955256814021","UBI AVE 1, 400304"
"123","kml_123","CASHEW MEDICAL & SURGERY","670445","103.77076830515","1.38358044593591","FAJAR RD, 670445"
"124","kml_124","CASSIA CLINIC & SURGERY","390034","103.884471780069","1.30964078460585","CASSIA CRESCENT, 390034"
"125","kml_125","CCK FAMILY CLINIC","680304","103.743145847094","1.38449608058333","CHOA CHU KANG AVE 4, 680304"
"126","kml_126","CECILIA FAMILY CLINIC & SURGERY","520484","103.952639447158","1.36189785903603","TAMPINES ST 43, 520484"
"127","kml_127","CENTRAL 24-HR CLINIC (BEDOK)","460219","103.932948087726","1.32496457671995","BEDOK CENTRAL, 460219"
"128","kml_128","CENTRAL 24-HR CLINIC (CLEMENTI)","120450","103.765476305113","1.31353886094619","Clementi Ave 3, 120450"
"129","kml_129","CENTRAL 24-HR CLINIC (HOUGANG)","530681","103.885679159796","1.37297840263115","HOUGANG AVE 8, 530681"
"130","kml_130","CENTRAL 24-HR CLINIC (MARSILING)","730303","103.774011078502","1.43079961597954","WOODLANDS STREET 31, 730303"
"131","kml_131","CENTRAL 24-HR CLINIC (PASIR RIS)","510446","103.957726864829","1.37030619330386","PASIR RIS DRIVE 6, 510446"
"132","kml_132","CENTRAL 24-HR CLINIC (TAMPINES)","524201","103.953586491461","1.35226231434834","TAMPINES STREET 21, 524201"
"133","kml_133","CENTRAL 24-HR CLINIC (WOODLANDS)","730768","103.798140993881","1.44562290748789","WOODLANDS AVENUE 6, 730768"
"134","kml_134","CENTRAL 24-HR CLINIC (YISHUN)","761701","103.827943218947","1.4298784547931","YISHUN AVE 5, 761701"
"135","kml_135","CENTRAL MEDICAL GROUP PTE LTD","150011","103.808963346658","1.28662190371744","JALAN BUKIT MERAH, 150011"
"136","kml_136","CHAI CHEE CLINIC & SURGERY","461025","103.924149637094","1.32328959901597","CHAI CHEE RD, 461025"
"137","kml_137","CHAN FAMILY CLINIC","437844","103.901515916912","1.30409731167599","MOUNTBATTEN ROAD, 437844"
"138","kml_138","CHANG CLINIC","588996","103.77860007818","1.3387593077272","JLN ANAK BUKIT, 588996"
"139","kml_139","CHANG CLINIC & SURGERY","080007","103.838679504053","1.27692435181046","EVERTON PARK, 080007"
"140","kml_140","CHARIS CLINIC & SURGERY","521164","103.9460006915","1.3496215147162","TAMPINES ST 12, 521164"
"141","kml_141","GOH CLINIC + SURGERY","650283","103.757539380941","1.34694365739119","BT BATOK EAST AVE 3, 650283"
"142","kml_142","GOODDOCTORS MEDICAL CLINIC","768897","103.841660985807","1.43312284024159","YISHUN AVENUE 9, 768897"
"143","kml_143","GRACE CLINIC & SURGERY","560607","103.838816721495","1.38046758627437","ANG MO KIO AVE 4, 560607"
"144","kml_144","GREAT HEALTH MEDICAL CLINIC","560407","103.855247666969","1.36191347168144","ANG MO KIO AVENUE 10, 560407"
"145","kml_145","GREEN CROSS MEDICAL CENTRE","520824","103.932714940567","1.34903743492173","TAMPINES ST 81, 520824"
"146","kml_146","GREENLIFE CLINIC & SURGERY","759775","103.820139486431","1.44902668521597","CANBERRA RD, 759775"
"147","kml_147","GREENLIFE CLINIC & SURGERY","680624","103.747084778715","1.3980473611046","CHOA CHU KANG STREET 62, 680624"
"148","kml_148","GREENLINK MEDICAL CLINIC","760807","103.831578419639","1.41649875780089","YISHUN RING ROAD, 760807"
"149","kml_149","GSH CLINIC & SURGERY PTE. LTD.","545523","103.876883622707","1.35466521856974","YIO CHU KANG ROAD, 545523"
"150","kml_150","Gerrard Teoh Hematology & Medical Clinic","307506","103.844160709873","1.3207051098625","SINARAN DRIVE, 307506"
"151","kml_151","GreenForest Family Clinic","523878","103.929363834353","1.35126411242426","TAMPINES AVENUE 8, 523878"
"152","kml_152","H S LEE CLINIC & SURGERY","760173","103.831120689791","1.43706628201915","YISHUN AVE 7, 760173"
"153","kml_153","HARMONY FAMILY CLINIC","680235","103.748749195678","1.3797566438487","CHOA CHU KANG CENTRAL, 680235"
"154","kml_154","HAVELOCK FAMILY CLINIC","160022","103.828824191963","1.28874603715013","HAVELOCK RD, 160022"
"155","kml_155","HEAL MEDICAL CENTRE","329714","103.85319966194","1.32213342793662","BALESTIER ROAD, 329714"
"156","kml_156","HEALTH PARTNERS FAMILY CLINIC","658713","103.749244800522","1.35001920966652","BT BATOK CENTRAL LINK, 658713"
"157","kml_157","HEALTH PARTNERS MEDICAL CLINIC","069532","103.848958253576","1.28113563498683","Cecil Street, 069532"
"158","kml_158","HEALTH PARTNERS MEDICAL CLINIC (SIGLAP)","455289","103.926329604059","1.31312677933466","UPPER EAST COAST ROAD, 455289"
"159","kml_159","HEALTH PARTNERSHIP MEDICAL CENTRE","090109","103.825310761058","1.27392939913176","BUKIT PURMEI RD, 090109"
"160","kml_160","HEALTHBRIDGE FAMILY CLINIC","821615","103.909541012266","1.40386056418231","EDGEFIELD PLAINS, 821615"
"161","kml_161","HEALTHCARE FAMILY CLINIC & SURGERY","570403","103.833604034065","1.36287032246814","SIN MING AVE, 570403"
"162","kml_162","HEALTHCARE MEDICAL @ Kovan","530208","103.886636110951","1.35869679921108","HOUGANG STREET 21, 530208"
"163","kml_163","HEALTHCARE MEDICAL @ RAILMALL","678067","103.767604074877","1.35960982893863","UPPER BUKIT TIMAH ROAD,, 678067"
"164","kml_164","HEALTHIFY MEDICAL FAMILY CLINIC","329714","103.85319966194","1.32213342793662","BALESTIER ROAD, 329714"
"165","kml_165","HEALTHLINE FAMILY CLINIC & SURGERY PTE. LTD.","461025","103.924149637094","1.32328959901597","CHAI CHEE ROAD, 461025"
"166","kml_166","HEALTHLINK (AMK) MEDICAL CENTRE","560108","103.838201939907","1.37096635229769","ANG MO KIO AVE 4, 560108"
"167","kml_167","HEALTHLINK FAMILY CLINIC & SURGERY","270021","103.788545950367","1.31010302628844","GHIM MOH ROAD, 270021"
"168","kml_168","EVERHEALTH MEDICAL CENTRE","530540","103.891282466742","1.37781568096983","HOUGANG AVENUE 8, 530540"
"169","kml_169","EVERTON CLINIC","080007","103.838679504053","1.27692435181046","EVERTON PARK, 080007"
"170","kml_170","EVERWELL CLINIC & SURGERY","210045","103.850825476113","1.31559567557441","OWEN RD, 210045"
"171","kml_171","EXCEL FAMILY CLINIC","538719","103.88783201701","1.37924529078289","HOUGANG ST 51, 538719"
"172","kml_172","EXCELSIOR CLINIC & SURGERY","650283","103.757539380941","1.34694365739119","BT BATOK EAST AVE 3, 650283"
"173","kml_173","Edgedale Medical Clinic (Cambridge)","210040","103.848243054151","1.3159930169211","CAMBRIDGE ROAD, 210040"
"174","kml_174","Elissa Medical Clinic","538692","103.879472338027","1.37571530662888","HOUGANG STREET 91, 538692"
"175","kml_175","Elyon Family Clinic And Surgery","102078","103.808335234688","1.27363296004244","TELOK BLANGAH STREET 32, 102078"
"176","kml_176","Etern Medical Clinic","828868","103.902072622227","1.40454653696814","PUNGGOL CENTRAL, 828868"
"177","kml_177","Etern Medical Clinic (Fernvale Palm)","791432","103.877202311346","1.39475047621055","SENGKANG WEST WAY, 791432"
"178","kml_178","Etern Medical Clinic (Sengkang)","797653","103.876125506847","1.39147015412078","SENGKANG WEST AVENUE, 797653"
"179","kml_179","Eterna Medical Clinic","560629","103.840408652686","1.38010475022238","ANG MO KIO AVENUE 4, 560629"
"180","kml_180","F K LIM FAMILY CLINIC","520267","103.949259231371","1.3507727878183","TAMPINES ST 21, 520267"
"181","kml_181","FAITH CLINIC (BEDOK)","470746","103.921215743798","1.33728644810221","BEDOK RESERVOIR ROAD, 470746"
"182","kml_182","FAITH CLINIC (SIMEI)","520139","103.956561347989","1.34668351018352","SIMEI ST 1, 520139"
"183","kml_183","FAITH CLINIC (TOA PAYOH)","310211","103.853768900177","1.34042178823098","TOA PAYOH LOR 8, 310211"
"184","kml_184","FAITH CLINIC (YISHUN)","768698","103.841268831273","1.41795288509924","YISHUN RING ROAD, 768698"
"185","kml_185","FAITH FAMILY CLINIC","440057","103.91548479998","1.30651257339373","MARINE TERRACE, 440057"
"186","kml_186","FAITH HEALTHCARE (RIVERVALE)","545082","103.904483668484","1.39250411008759","RIVERVALE CRESCENT, 545082"
"187","kml_187","FAITH HEALTHCARE (TAMPINES)","529287","103.959900188924","1.3545494425702","TAMPINES STREET 32, 529287"
"188","kml_188","FAITH MEDICAL CLINIC & SURGERY","522487","103.957884241959","1.36075820419992","TAMPINES ST 45, 522487"
"189","kml_189","FAJAR FAMILY CLINIC & SURGERY","670445","103.77076830515","1.38358044593591","FAJAR ROAD, 670445"
"190","kml_190","FAMILY CARE CLINIC & SURGERY","560608","103.836760311656","1.37858210019768","ANG MO KIO AVE 5, 560608"
"191","kml_191","FAMILY CARE CLINIC PTE LTD","650415","103.746610701854","1.36326877933412","BT BATOK WEST AVE 4, 650415"
"192","kml_192","FAMILY CARE MEDICAL CENTRE PTE LTD","530916","103.884293734337","1.37491294218702","Hougang Ave 9, 530916"
"193","kml_193","FAMILY HEALTH CLINIC","270043","103.792897574707","1.3074341112717","Holland Drive, 270043"
"194","kml_194","FAMILY HEALTH CLINIC & SURGERY","320002","103.842935479988","1.32589620222","BALESTIER ROAD, 320002"
"195","kml_195","FAMILY HEALTH MEDICAL CENTRE","567226","103.839861074062","1.36682590272899","ANG MO KIO AVE 1, 567226"
"196","kml_196","CLIFFORD DISPENSARY PTE LTD","819658","103.985459981704","1.34821194016273","AIRPORT BOULEVARD, 819658"
"197","kml_197","CLIFFORD DISPENSARY PTE LTD","238868","103.831507365278","1.30580981572661","ORCHARD ROAD, 238868"
"198","kml_198","CLINIC @ THE SAIL","018987","103.85265856205","1.28076943496046","MARINA BOULEVARD, 018987"
"199","kml_199","CLINIC FARIDAH","461059","103.940695612374","1.32405898637368","NEW UPPER CHANGI ROAD, 461059"
"200","kml_200","CLINICAL ASSOCIATES MEDICAL CENTRE","680137","103.752483840899","1.38004753002611","TECK WHYE LANE, 680137"
"201","kml_201","CMY Medical","461037","103.926207634385","1.32544200316618","CHAI CHEE AVENUE, 461037"
"202","kml_202","COMFORT CLINIC & SURGERY","550214","103.873633486993","1.35732435179355","SERANGOON AVE 4, 550214"
"203","kml_203","COMPASSVALE 297A MEDICAL CLINIC","541297","103.900697317522","1.39483596046538","COMPASSVALE ST, 541297"
"204","kml_204","COUNTRYSIDE CLINIC AND SURGERY","760106","103.827452004281","1.43147861410692","YISHUN RING RD, 760106"
"205","kml_205","CRAWFURD MEDICAL","038983","103.859014406987","1.29593189474123","TEMASEK BOULEVARD, 038983"
"206","kml_206","CRESCENT CLINIC &  SURGERY","401001","103.902727807655","1.32129030506821","EUNOS CRESCENT, 401001"
"207","kml_207","CREST FAMILY CLINIC PTE. LTD.","730724","103.79871304314","1.44466656455938","WOODLANDS AVE 6, 730724"
"208","kml_208","CROSS STREET MEDICAL CLINIC","050531","103.846101472114","1.28439238197795","UPPER CROSS STREET, 050531"
"209","kml_209","Calrose Medical Family Clinic","821231","103.891879097963","1.40205917712603","SUMANG LANE, 821231"
"210","kml_210","Camry Medical Centre","310095","103.848993317286","1.33889072192265","Toa Payoh Lorong 4, 310095"
"211","kml_211","Canberra Care Medical Clinic","750120","103.831508132382","1.4456745291262","CANBERRA CRESCENT, 750120"
"212","kml_212","Care Family Clinic","210663","103.850857725358","1.30568031682027","BUFFALO ROAD, 210663"
"213","kml_213","Caring Family Clinic","640501","103.719222201398","1.34981225393483","JURONG WEST STREET 51, 640501"
"214","kml_214","Central 24-HR Clinic ( Pioneer North )","640959","103.690721731343","1.34148123560942","JURONG WEST STREET 92, 640959"
"215","kml_215","Central 24HR Clinic (Jurong West)","640492","103.725180466271","1.34994543580238","JURONG WEST STREET 41, 640492"
"216","kml_216","Changi Clinic","400848","103.901431784397","1.31720886041624","Sims Avenue, 400848"
"217","kml_217","Chin Medical Clinic","671524","103.766228468168","1.38540569301034","JELAPANG ROAD, 671524"
"218","kml_218","Chua & Partners Family Clinic","164018","103.826785447839","1.28569742860668","Jalan Membina, 164018"
"219","kml_219","Chua Medical Centre Pte Ltd","520248","103.953541142784","1.34359376286677","Simei St 3, 520248"
"220","kml_220","Chua Medical Clinic And Surgery Pte. Ltd.","650642","103.751706683251","1.34900647929724","BUKIT BATOK CENTRAL, 650642"
"221","kml_221","Chung & Ee Medical Clinic","090010","103.819769431776","1.27773153221637","TELOK BLANGAH CRESCENT, 090010"
"222","kml_222","Circuit Medical Clinic","370036","103.886930797614","1.32902607935956","CIRCUIT ROAD, 370036"
"223","kml_223","CityGP Family Clinic","460122","103.937787149156","1.32861719819575","BEDOK NORTH STREET 2, 460122"
"224","kml_224","CityHealth Clinic & Surgery","189721","103.859351023904","1.29884087991136","Beach Road, 189721"
"225","kml_225","Clinic@Costa","469994","103.940116990924","1.31218816522514","BAYSHORE ROAD, 469994"
"226","kml_226","Clover Medical Clinic Pte Ltd","689578","103.746637430571","1.39706712804272","CHOA CHU KANG NORTH 6, 689578"
"227","kml_227","Cornerstone Medical","271029","103.784598100789","1.30849288053919","GHIM MOH LINK, 271029"
